video_path,audio_path,text_path,label
/home/tjc/audio/Data/Fudan_video/c3abee20e11cca0680eff7a4115afde2/8.mp4,/home/tjc/audio/Data/Fudan_video/c3abee20e11cca0680eff7a4115afde2/8.wav,/home/tjc/audio/Data/Fudan_video/c3abee20e11cca0680eff7a4115afde2/8.txt,B
/home/tjc/audio/Data/Fudan_video/2b0f8062ee4e14ed39a417821e101069/3.mp4,/home/tjc/audio/Data/Fudan_video/2b0f8062ee4e14ed39a417821e101069/3.wav,/home/tjc/audio/Data/Fudan_video/2b0f8062ee4e14ed39a417821e101069/3.txt,B
/home/tjc/audio/Data/Fudan_video/977296c0753437722f4da8bc04c0bec3/9.mp4,/home/tjc/audio/Data/Fudan_video/977296c0753437722f4da8bc04c0bec3/9.wav,/home/tjc/audio/Data/Fudan_video/977296c0753437722f4da8bc04c0bec3/9.txt,A
/home/tjc/audio/Data/Fudan_video/7f0740a601825eca6b0dfb51d6a041c4/7.mp4,/home/tjc/audio/Data/Fudan_video/7f0740a601825eca6b0dfb51d6a041c4/7.wav,/home/tjc/audio/Data/Fudan_video/7f0740a601825eca6b0dfb51d6a041c4/7.txt,B
/home/tjc/audio/Data/Fudan_video/189e68816bd32bbb6adce31262b10694/9.mp4,/home/tjc/audio/Data/Fudan_video/189e68816bd32bbb6adce31262b10694/9.wav,/home/tjc/audio/Data/Fudan_video/189e68816bd32bbb6adce31262b10694/9.txt,C
/home/tjc/audio/Data/Fudan_video/4b0cbb5023c56996149313c38eeffb8c/12.mp4,/home/tjc/audio/Data/Fudan_video/4b0cbb5023c56996149313c38eeffb8c/12.wav,/home/tjc/audio/Data/Fudan_video/4b0cbb5023c56996149313c38eeffb8c/12.txt,A
/home/tjc/audio/Data/Fudan_video/6841e0632b3ebe795507fb203d40b930/11.mp4,/home/tjc/audio/Data/Fudan_video/6841e0632b3ebe795507fb203d40b930/11.wav,/home/tjc/audio/Data/Fudan_video/6841e0632b3ebe795507fb203d40b930/11.txt,C
/home/tjc/audio/Data/Fudan_video/fa10787705dd482750f28d037ddc2682/9.mp4,/home/tjc/audio/Data/Fudan_video/fa10787705dd482750f28d037ddc2682/9.wav,/home/tjc/audio/Data/Fudan_video/fa10787705dd482750f28d037ddc2682/9.txt,A
/home/tjc/audio/Data/Fudan_video/00eee03e02b6d9cf7a481c6fb4367001/19.mp4,/home/tjc/audio/Data/Fudan_video/00eee03e02b6d9cf7a481c6fb4367001/19.wav,/home/tjc/audio/Data/Fudan_video/00eee03e02b6d9cf7a481c6fb4367001/19.txt,B
/home/tjc/audio/Data/Fudan_video/a42f8af2a573165fe928a40703dbde1e/15.mp4,/home/tjc/audio/Data/Fudan_video/a42f8af2a573165fe928a40703dbde1e/15.wav,/home/tjc/audio/Data/Fudan_video/a42f8af2a573165fe928a40703dbde1e/15.txt,B
/home/tjc/audio/Data/Fudan_video/1911b584ee90b72860f4992d52f442fb/9.mp4,/home/tjc/audio/Data/Fudan_video/1911b584ee90b72860f4992d52f442fb/9.wav,/home/tjc/audio/Data/Fudan_video/1911b584ee90b72860f4992d52f442fb/9.txt,B
/home/tjc/audio/Data/Fudan_video/c2480d857613e7ea00f5645896434c41/3.mp4,/home/tjc/audio/Data/Fudan_video/c2480d857613e7ea00f5645896434c41/3.wav,/home/tjc/audio/Data/Fudan_video/c2480d857613e7ea00f5645896434c41/3.txt,A
/home/tjc/audio/Data/Fudan_video/a9ab604b59d0aab0f90e0196e3d33532/22.mp4,/home/tjc/audio/Data/Fudan_video/a9ab604b59d0aab0f90e0196e3d33532/22.wav,/home/tjc/audio/Data/Fudan_video/a9ab604b59d0aab0f90e0196e3d33532/22.txt,B
/home/tjc/audio/Data/Fudan_video/1004f03caa89e3bfd08197dea9a99601/14.mp4,/home/tjc/audio/Data/Fudan_video/1004f03caa89e3bfd08197dea9a99601/14.wav,/home/tjc/audio/Data/Fudan_video/1004f03caa89e3bfd08197dea9a99601/14.txt,B
/home/tjc/audio/Data/Fudan_video/a310ee05c6b0087764a49907af933655/1.mp4,/home/tjc/audio/Data/Fudan_video/a310ee05c6b0087764a49907af933655/1.wav,/home/tjc/audio/Data/Fudan_video/a310ee05c6b0087764a49907af933655/1.txt,B
/home/tjc/audio/Data/Fudan_video/be3de46a71de4cf8dd237d6fd79646f9/6.mp4,/home/tjc/audio/Data/Fudan_video/be3de46a71de4cf8dd237d6fd79646f9/6.wav,/home/tjc/audio/Data/Fudan_video/be3de46a71de4cf8dd237d6fd79646f9/6.txt,A
/home/tjc/audio/Data/Fudan_video/29a2245b23c8f977fa95fa2aaa6c0d46/6.mp4,/home/tjc/audio/Data/Fudan_video/29a2245b23c8f977fa95fa2aaa6c0d46/6.wav,/home/tjc/audio/Data/Fudan_video/29a2245b23c8f977fa95fa2aaa6c0d46/6.txt,B
/home/tjc/audio/Data/Fudan_video/a39d9b29302213a4e43fd3e4a0ec4c9f/2.mp4,/home/tjc/audio/Data/Fudan_video/a39d9b29302213a4e43fd3e4a0ec4c9f/2.wav,/home/tjc/audio/Data/Fudan_video/a39d9b29302213a4e43fd3e4a0ec4c9f/2.txt,B
/home/tjc/audio/Data/Fudan_video/f7cfe0e7426139e0b4b3a4fe5f511b95/6.mp4,/home/tjc/audio/Data/Fudan_video/f7cfe0e7426139e0b4b3a4fe5f511b95/6.wav,/home/tjc/audio/Data/Fudan_video/f7cfe0e7426139e0b4b3a4fe5f511b95/6.txt,B
/home/tjc/audio/Data/Fudan_video/60ab533b172fd4c72f2da6ce39d45128/4.mp4,/home/tjc/audio/Data/Fudan_video/60ab533b172fd4c72f2da6ce39d45128/4.wav,/home/tjc/audio/Data/Fudan_video/60ab533b172fd4c72f2da6ce39d45128/4.txt,B
/home/tjc/audio/Data/Fudan_video/7fe8949a5b17ac8aae76a6a7f7684ba8/14.mp4,/home/tjc/audio/Data/Fudan_video/7fe8949a5b17ac8aae76a6a7f7684ba8/14.wav,/home/tjc/audio/Data/Fudan_video/7fe8949a5b17ac8aae76a6a7f7684ba8/14.txt,B
/home/tjc/audio/Data/Fudan_video/a17b0f993fe940e806a031bd85245e3c/7.mp4,/home/tjc/audio/Data/Fudan_video/a17b0f993fe940e806a031bd85245e3c/7.wav,/home/tjc/audio/Data/Fudan_video/a17b0f993fe940e806a031bd85245e3c/7.txt,B
/home/tjc/audio/Data/Fudan_video/d29b1f3fb79b28b43f346eb5c3755d5d/11.mp4,/home/tjc/audio/Data/Fudan_video/d29b1f3fb79b28b43f346eb5c3755d5d/11.wav,/home/tjc/audio/Data/Fudan_video/d29b1f3fb79b28b43f346eb5c3755d5d/11.txt,B
/home/tjc/audio/Data/Fudan_video/b16be49daabf5b5d0b73840c205deccf/12.mp4,/home/tjc/audio/Data/Fudan_video/b16be49daabf5b5d0b73840c205deccf/12.wav,/home/tjc/audio/Data/Fudan_video/b16be49daabf5b5d0b73840c205deccf/12.txt,B
/home/tjc/audio/Data/Fudan_video/ed0329c8b811f21eb3cf039f38c00404/19.mp4,/home/tjc/audio/Data/Fudan_video/ed0329c8b811f21eb3cf039f38c00404/19.wav,/home/tjc/audio/Data/Fudan_video/ed0329c8b811f21eb3cf039f38c00404/19.txt,B
/home/tjc/audio/Data/Fudan_video/8a2e5f246ca06f174cf8b2ba73f10976/15.mp4,/home/tjc/audio/Data/Fudan_video/8a2e5f246ca06f174cf8b2ba73f10976/15.wav,/home/tjc/audio/Data/Fudan_video/8a2e5f246ca06f174cf8b2ba73f10976/15.txt,A
/home/tjc/audio/Data/Fudan_video/02b63e8f23cb75184f14df91258e8e74/16.mp4,/home/tjc/audio/Data/Fudan_video/02b63e8f23cb75184f14df91258e8e74/16.wav,/home/tjc/audio/Data/Fudan_video/02b63e8f23cb75184f14df91258e8e74/16.txt,B
/home/tjc/audio/Data/Fudan_video/e53d61d8f14c9788de29788f61d2068a/7.mp4,/home/tjc/audio/Data/Fudan_video/e53d61d8f14c9788de29788f61d2068a/7.wav,/home/tjc/audio/Data/Fudan_video/e53d61d8f14c9788de29788f61d2068a/7.txt,A
/home/tjc/audio/Data/Fudan_video/30280f34cb10cf505038fa5834a7885c/7.mp4,/home/tjc/audio/Data/Fudan_video/30280f34cb10cf505038fa5834a7885c/7.wav,/home/tjc/audio/Data/Fudan_video/30280f34cb10cf505038fa5834a7885c/7.txt,B
/home/tjc/audio/Data/Fudan_video/f59bf0d7576f44fa6f7f2e8492fdca55/10.mp4,/home/tjc/audio/Data/Fudan_video/f59bf0d7576f44fa6f7f2e8492fdca55/10.wav,/home/tjc/audio/Data/Fudan_video/f59bf0d7576f44fa6f7f2e8492fdca55/10.txt,A
/home/tjc/audio/Data/Fudan_video/91497681b85d0b44228604032d6508ec/14.mp4,/home/tjc/audio/Data/Fudan_video/91497681b85d0b44228604032d6508ec/14.wav,/home/tjc/audio/Data/Fudan_video/91497681b85d0b44228604032d6508ec/14.txt,A
/home/tjc/audio/Data/Fudan_video/c79e7e7312ca5a71dc9ae5bca4a0348b/18.mp4,/home/tjc/audio/Data/Fudan_video/c79e7e7312ca5a71dc9ae5bca4a0348b/18.wav,/home/tjc/audio/Data/Fudan_video/c79e7e7312ca5a71dc9ae5bca4a0348b/18.txt,A
/home/tjc/audio/Data/Fudan_video/97acea40335b83a2eb2b6c58a0e95b03/11.mp4,/home/tjc/audio/Data/Fudan_video/97acea40335b83a2eb2b6c58a0e95b03/11.wav,/home/tjc/audio/Data/Fudan_video/97acea40335b83a2eb2b6c58a0e95b03/11.txt,A
/home/tjc/audio/Data/Fudan_video/44b0d781878b810cb0c21c304cdb21c7/11.mp4,/home/tjc/audio/Data/Fudan_video/44b0d781878b810cb0c21c304cdb21c7/11.wav,/home/tjc/audio/Data/Fudan_video/44b0d781878b810cb0c21c304cdb21c7/11.txt,A
/home/tjc/audio/Data/Fudan_video/15dda92181b1b47b7cc6589e8f2e1e8f/8.mp4,/home/tjc/audio/Data/Fudan_video/15dda92181b1b47b7cc6589e8f2e1e8f/8.wav,/home/tjc/audio/Data/Fudan_video/15dda92181b1b47b7cc6589e8f2e1e8f/8.txt,B
/home/tjc/audio/Data/Fudan_video/546fa7103a8009c41628a4ebe4094c3f/14.mp4,/home/tjc/audio/Data/Fudan_video/546fa7103a8009c41628a4ebe4094c3f/14.wav,/home/tjc/audio/Data/Fudan_video/546fa7103a8009c41628a4ebe4094c3f/14.txt,A
/home/tjc/audio/Data/Fudan_video/6b19c6fc0aa32dafb5dbbd29106c56cd/2.mp4,/home/tjc/audio/Data/Fudan_video/6b19c6fc0aa32dafb5dbbd29106c56cd/2.wav,/home/tjc/audio/Data/Fudan_video/6b19c6fc0aa32dafb5dbbd29106c56cd/2.txt,B
/home/tjc/audio/Data/Fudan_video/bd7606e98580594f93a5572ea8cafdde/2.mp4,/home/tjc/audio/Data/Fudan_video/bd7606e98580594f93a5572ea8cafdde/2.wav,/home/tjc/audio/Data/Fudan_video/bd7606e98580594f93a5572ea8cafdde/2.txt,A
/home/tjc/audio/Data/Fudan_video/41a9cd88e8cf6f43d5c6aa95c2b3f751/8.mp4,/home/tjc/audio/Data/Fudan_video/41a9cd88e8cf6f43d5c6aa95c2b3f751/8.wav,/home/tjc/audio/Data/Fudan_video/41a9cd88e8cf6f43d5c6aa95c2b3f751/8.txt,B
/home/tjc/audio/Data/Fudan_video/2cfd7a1f764382f685a5ac60f4cb6aca/9.mp4,/home/tjc/audio/Data/Fudan_video/2cfd7a1f764382f685a5ac60f4cb6aca/9.wav,/home/tjc/audio/Data/Fudan_video/2cfd7a1f764382f685a5ac60f4cb6aca/9.txt,C
/home/tjc/audio/Data/Fudan_video/78370946c3c09c682c2000a1a41751cb/16.mp4,/home/tjc/audio/Data/Fudan_video/78370946c3c09c682c2000a1a41751cb/16.wav,/home/tjc/audio/Data/Fudan_video/78370946c3c09c682c2000a1a41751cb/16.txt,B
/home/tjc/audio/Data/Fudan_video/8fdeaeff20b0f48139a779e764e0fc26/16.mp4,/home/tjc/audio/Data/Fudan_video/8fdeaeff20b0f48139a779e764e0fc26/16.wav,/home/tjc/audio/Data/Fudan_video/8fdeaeff20b0f48139a779e764e0fc26/16.txt,B
/home/tjc/audio/Data/Fudan_video/25a0eebd87f819c7c4d8d0a923f1fd51/2.mp4,/home/tjc/audio/Data/Fudan_video/25a0eebd87f819c7c4d8d0a923f1fd51/2.wav,/home/tjc/audio/Data/Fudan_video/25a0eebd87f819c7c4d8d0a923f1fd51/2.txt,B
/home/tjc/audio/Data/Fudan_video/eb32d84206b53b585c51ca490df1ba49/13.mp4,/home/tjc/audio/Data/Fudan_video/eb32d84206b53b585c51ca490df1ba49/13.wav,/home/tjc/audio/Data/Fudan_video/eb32d84206b53b585c51ca490df1ba49/13.txt,A
/home/tjc/audio/Data/Fudan_video/d05d833a2d1cbd42d6872e50850e0115/13.mp4,/home/tjc/audio/Data/Fudan_video/d05d833a2d1cbd42d6872e50850e0115/13.wav,/home/tjc/audio/Data/Fudan_video/d05d833a2d1cbd42d6872e50850e0115/13.txt,A
/home/tjc/audio/Data/Fudan_video/3b7f7ce4ca25aaf35bda929fc32b07dc/19.mp4,/home/tjc/audio/Data/Fudan_video/3b7f7ce4ca25aaf35bda929fc32b07dc/19.wav,/home/tjc/audio/Data/Fudan_video/3b7f7ce4ca25aaf35bda929fc32b07dc/19.txt,B
/home/tjc/audio/Data/Fudan_video/b19d2545a4ec8a4f392113d23602f663/5.mp4,/home/tjc/audio/Data/Fudan_video/b19d2545a4ec8a4f392113d23602f663/5.wav,/home/tjc/audio/Data/Fudan_video/b19d2545a4ec8a4f392113d23602f663/5.txt,A
/home/tjc/audio/Data/Fudan_video/1004f03caa89e3bfd08197dea9a99601/1.mp4,/home/tjc/audio/Data/Fudan_video/1004f03caa89e3bfd08197dea9a99601/1.wav,/home/tjc/audio/Data/Fudan_video/1004f03caa89e3bfd08197dea9a99601/1.txt,A
/home/tjc/audio/Data/Fudan_video/128d473d6f56656443311b37d046ca73/3.mp4,/home/tjc/audio/Data/Fudan_video/128d473d6f56656443311b37d046ca73/3.wav,/home/tjc/audio/Data/Fudan_video/128d473d6f56656443311b37d046ca73/3.txt,C
/home/tjc/audio/Data/Fudan_video/2f4b3e8ef593d38cf95bb024fed3f548/3.mp4,/home/tjc/audio/Data/Fudan_video/2f4b3e8ef593d38cf95bb024fed3f548/3.wav,/home/tjc/audio/Data/Fudan_video/2f4b3e8ef593d38cf95bb024fed3f548/3.txt,A
/home/tjc/audio/Data/Fudan_video/e53ded8caafe0be4db0492e527d95763/11.mp4,/home/tjc/audio/Data/Fudan_video/e53ded8caafe0be4db0492e527d95763/11.wav,/home/tjc/audio/Data/Fudan_video/e53ded8caafe0be4db0492e527d95763/11.txt,A
/home/tjc/audio/Data/Fudan_video/0dc41b8c857a4e4fee44b84e983bee50/13.mp4,/home/tjc/audio/Data/Fudan_video/0dc41b8c857a4e4fee44b84e983bee50/13.wav,/home/tjc/audio/Data/Fudan_video/0dc41b8c857a4e4fee44b84e983bee50/13.txt,B
/home/tjc/audio/Data/Fudan_video/177301c18327adb199936687e14ec066/9.mp4,/home/tjc/audio/Data/Fudan_video/177301c18327adb199936687e14ec066/9.wav,/home/tjc/audio/Data/Fudan_video/177301c18327adb199936687e14ec066/9.txt,B
/home/tjc/audio/Data/Fudan_video/e4241536f2ec9fef7287f857570cf2a8/4.mp4,/home/tjc/audio/Data/Fudan_video/e4241536f2ec9fef7287f857570cf2a8/4.wav,/home/tjc/audio/Data/Fudan_video/e4241536f2ec9fef7287f857570cf2a8/4.txt,A
/home/tjc/audio/Data/Fudan_video/e53ded8caafe0be4db0492e527d95763/0.mp4,/home/tjc/audio/Data/Fudan_video/e53ded8caafe0be4db0492e527d95763/0.wav,/home/tjc/audio/Data/Fudan_video/e53ded8caafe0be4db0492e527d95763/0.txt,A
/home/tjc/audio/Data/Fudan_video/8346ca3a1508699cfc3cfae8e659e58c/5.mp4,/home/tjc/audio/Data/Fudan_video/8346ca3a1508699cfc3cfae8e659e58c/5.wav,/home/tjc/audio/Data/Fudan_video/8346ca3a1508699cfc3cfae8e659e58c/5.txt,C
/home/tjc/audio/Data/Fudan_video/8a0247dae9408ccbc3f1171056bf4151/1.mp4,/home/tjc/audio/Data/Fudan_video/8a0247dae9408ccbc3f1171056bf4151/1.wav,/home/tjc/audio/Data/Fudan_video/8a0247dae9408ccbc3f1171056bf4151/1.txt,A
/home/tjc/audio/Data/Fudan_video/36cfc7098e75c4e5335f566d552035ae/20.mp4,/home/tjc/audio/Data/Fudan_video/36cfc7098e75c4e5335f566d552035ae/20.wav,/home/tjc/audio/Data/Fudan_video/36cfc7098e75c4e5335f566d552035ae/20.txt,B
/home/tjc/audio/Data/Fudan_video/829293f0d8f7983ea501e802abdc025c/2.mp4,/home/tjc/audio/Data/Fudan_video/829293f0d8f7983ea501e802abdc025c/2.wav,/home/tjc/audio/Data/Fudan_video/829293f0d8f7983ea501e802abdc025c/2.txt,A
/home/tjc/audio/Data/Fudan_video/fa09bf1c67afa4ad584c82cde61169bd/4.mp4,/home/tjc/audio/Data/Fudan_video/fa09bf1c67afa4ad584c82cde61169bd/4.wav,/home/tjc/audio/Data/Fudan_video/fa09bf1c67afa4ad584c82cde61169bd/4.txt,A
/home/tjc/audio/Data/Fudan_video/d3120d94dd2f5857e165f28cabccfe71/7.mp4,/home/tjc/audio/Data/Fudan_video/d3120d94dd2f5857e165f28cabccfe71/7.wav,/home/tjc/audio/Data/Fudan_video/d3120d94dd2f5857e165f28cabccfe71/7.txt,B
/home/tjc/audio/Data/Fudan_video/8786705d5f11003b1bbf50e2a0e43a45/1.mp4,/home/tjc/audio/Data/Fudan_video/8786705d5f11003b1bbf50e2a0e43a45/1.wav,/home/tjc/audio/Data/Fudan_video/8786705d5f11003b1bbf50e2a0e43a45/1.txt,A
/home/tjc/audio/Data/Fudan_video/067d623b002981d6b5684c8fdd90e7fa/10.mp4,/home/tjc/audio/Data/Fudan_video/067d623b002981d6b5684c8fdd90e7fa/10.wav,/home/tjc/audio/Data/Fudan_video/067d623b002981d6b5684c8fdd90e7fa/10.txt,C
/home/tjc/audio/Data/Fudan_video/8e6df396236964cc4ec6afe9c8733406/9.mp4,/home/tjc/audio/Data/Fudan_video/8e6df396236964cc4ec6afe9c8733406/9.wav,/home/tjc/audio/Data/Fudan_video/8e6df396236964cc4ec6afe9c8733406/9.txt,A
/home/tjc/audio/Data/Fudan_video/41a9cd88e8cf6f43d5c6aa95c2b3f751/5.mp4,/home/tjc/audio/Data/Fudan_video/41a9cd88e8cf6f43d5c6aa95c2b3f751/5.wav,/home/tjc/audio/Data/Fudan_video/41a9cd88e8cf6f43d5c6aa95c2b3f751/5.txt,A
/home/tjc/audio/Data/Fudan_video/cafa3d9ac11a80e92418a5cef91f4293/20.mp4,/home/tjc/audio/Data/Fudan_video/cafa3d9ac11a80e92418a5cef91f4293/20.wav,/home/tjc/audio/Data/Fudan_video/cafa3d9ac11a80e92418a5cef91f4293/20.txt,A
/home/tjc/audio/Data/Fudan_video/253805066e2ab552d2efb607c0c6073e/10.mp4,/home/tjc/audio/Data/Fudan_video/253805066e2ab552d2efb607c0c6073e/10.wav,/home/tjc/audio/Data/Fudan_video/253805066e2ab552d2efb607c0c6073e/10.txt,B
/home/tjc/audio/Data/Fudan_video/88b20771d4e71ec2e729c901e4f2f7a3/18.mp4,/home/tjc/audio/Data/Fudan_video/88b20771d4e71ec2e729c901e4f2f7a3/18.wav,/home/tjc/audio/Data/Fudan_video/88b20771d4e71ec2e729c901e4f2f7a3/18.txt,C
/home/tjc/audio/Data/Fudan_video/a42f8af2a573165fe928a40703dbde1e/6.mp4,/home/tjc/audio/Data/Fudan_video/a42f8af2a573165fe928a40703dbde1e/6.wav,/home/tjc/audio/Data/Fudan_video/a42f8af2a573165fe928a40703dbde1e/6.txt,B
/home/tjc/audio/Data/Fudan_video/efce84a79530964b6890228715d2cc64/6.mp4,/home/tjc/audio/Data/Fudan_video/efce84a79530964b6890228715d2cc64/6.wav,/home/tjc/audio/Data/Fudan_video/efce84a79530964b6890228715d2cc64/6.txt,A
/home/tjc/audio/Data/Fudan_video/d04b9087d78fea6c21c097bcfe925351/20.mp4,/home/tjc/audio/Data/Fudan_video/d04b9087d78fea6c21c097bcfe925351/20.wav,/home/tjc/audio/Data/Fudan_video/d04b9087d78fea6c21c097bcfe925351/20.txt,B
/home/tjc/audio/Data/Fudan_video/2d8328ff4a40e7dbe2e8c95bcb76c131/4.mp4,/home/tjc/audio/Data/Fudan_video/2d8328ff4a40e7dbe2e8c95bcb76c131/4.wav,/home/tjc/audio/Data/Fudan_video/2d8328ff4a40e7dbe2e8c95bcb76c131/4.txt,C
/home/tjc/audio/Data/Fudan_video/38559027d60b7a63996e13eb9f12fd3a/17.mp4,/home/tjc/audio/Data/Fudan_video/38559027d60b7a63996e13eb9f12fd3a/17.wav,/home/tjc/audio/Data/Fudan_video/38559027d60b7a63996e13eb9f12fd3a/17.txt,B
/home/tjc/audio/Data/Fudan_video/e6a972dfa888b65967c16ca66aee8206/5.mp4,/home/tjc/audio/Data/Fudan_video/e6a972dfa888b65967c16ca66aee8206/5.wav,/home/tjc/audio/Data/Fudan_video/e6a972dfa888b65967c16ca66aee8206/5.txt,A
/home/tjc/audio/Data/Fudan_video/b4fa0fb134e74b1d5c7c7d1cd3e9e918/23.mp4,/home/tjc/audio/Data/Fudan_video/b4fa0fb134e74b1d5c7c7d1cd3e9e918/23.wav,/home/tjc/audio/Data/Fudan_video/b4fa0fb134e74b1d5c7c7d1cd3e9e918/23.txt,B
/home/tjc/audio/Data/Fudan_video/f1347d669e4bce3f4dc0123c6133a2ab/2.mp4,/home/tjc/audio/Data/Fudan_video/f1347d669e4bce3f4dc0123c6133a2ab/2.wav,/home/tjc/audio/Data/Fudan_video/f1347d669e4bce3f4dc0123c6133a2ab/2.txt,A
/home/tjc/audio/Data/Fudan_video/e62927203189c6ab6a46bc745effac51/14.mp4,/home/tjc/audio/Data/Fudan_video/e62927203189c6ab6a46bc745effac51/14.wav,/home/tjc/audio/Data/Fudan_video/e62927203189c6ab6a46bc745effac51/14.txt,A
/home/tjc/audio/Data/Fudan_video/9d78c58b95ea5d87960cba36a8076eb8/8.mp4,/home/tjc/audio/Data/Fudan_video/9d78c58b95ea5d87960cba36a8076eb8/8.wav,/home/tjc/audio/Data/Fudan_video/9d78c58b95ea5d87960cba36a8076eb8/8.txt,B
